,Monthly beer production,1st diff,Seasonality,Forecast,Forecast1
1981-05-01,147.3,-8.599999999999994,-5.899999999999977,,
1981-06-01,137.0,-10.300000000000011,19.099999999999994,,
1981-07-01,141.1,4.099999999999994,-8.700000000000017,,
1981-08-01,167.4,26.30000000000001,10.800000000000011,,
1981-09-01,160.2,-7.200000000000017,-6.5,,
1981-10-01,191.9,31.700000000000017,35.099999999999994,,
1981-11-01,174.4,-17.5,15.800000000000011,,
1981-12-01,208.2,33.79999999999998,-2.6000000000000227,,
1982-01-01,159.4,-48.79999999999998,-44.19999999999999,,
1982-02-01,161.1,1.6999999999999886,-14.099999999999994,,
1982-03-01,172.1,11.0,3.4000000000000057,,
1982-04-01,158.4,-13.699999999999989,2.5,,
1982-05-01,114.6,-43.80000000000001,-32.70000000000002,,
1982-06-01,159.6,45.0,22.599999999999994,,
1982-07-01,159.7,0.09999999999999432,18.599999999999994,,
1982-08-01,159.4,-0.29999999999998295,-8.0,,
1982-09-01,160.7,1.299999999999983,0.5,,
1982-10-01,165.5,4.800000000000011,-26.400000000000006,,
1982-11-01,205.0,39.5,30.599999999999994,,
1982-12-01,205.2,0.19999999999998863,-3.0,,
1983-01-01,141.6,-63.599999999999994,-17.80000000000001,,
1983-02-01,148.1,6.5,-13.0,,
1983-03-01,184.9,36.80000000000001,12.800000000000011,,
1983-04-01,132.5,-52.400000000000006,-25.900000000000006,,
1983-05-01,137.3,4.800000000000011,22.700000000000017,,
1983-06-01,135.5,-1.8000000000000114,-24.099999999999994,,
1983-07-01,121.7,-13.799999999999997,-37.999999999999986,,
1983-08-01,166.1,44.39999999999999,6.699999999999989,,
1983-09-01,146.8,-19.299999999999983,-13.899999999999977,,
1983-10-01,162.8,16.0,-2.6999999999999886,,
1983-11-01,186.8,24.0,-18.19999999999999,,
1983-12-01,185.5,-1.3000000000000114,-19.69999999999999,,
1984-01-01,151.5,-34.0,9.900000000000006,,
1984-02-01,158.1,6.599999999999994,10.0,,
1984-03-01,143.0,-15.099999999999994,-41.900000000000006,,
1984-04-01,151.2,8.199999999999989,18.69999999999999,,
1984-05-01,147.6,-3.5999999999999943,10.299999999999983,,
1984-06-01,130.7,-16.900000000000006,-4.800000000000011,,
1984-07-01,137.5,6.800000000000011,15.799999999999997,,
1984-08-01,146.1,8.599999999999994,-20.0,,
1984-09-01,133.6,-12.5,-13.200000000000017,,
1984-10-01,167.9,34.30000000000001,5.099999999999994,,
1984-11-01,181.9,14.0,-4.900000000000006,,
1984-12-01,202.0,20.099999999999994,16.5,,
1985-01-01,166.5,-35.5,15.0,,
1985-02-01,151.3,-15.199999999999989,-6.799999999999983,,
1985-03-01,146.2,-5.100000000000023,3.1999999999999886,,
1985-04-01,148.3,2.1000000000000227,-2.8999999999999773,,
1985-05-01,144.7,-3.6000000000000227,-2.9000000000000057,,
1985-06-01,123.6,-21.099999999999994,-7.099999999999994,,
1985-07-01,151.6,28.0,14.099999999999994,,
1985-08-01,133.9,-17.69999999999999,-12.199999999999989,,
1985-09-01,137.4,3.5,3.8000000000000114,,
1985-10-01,181.6,44.19999999999999,13.699999999999989,,
1985-11-01,182.0,0.4000000000000057,0.09999999999999432,,
1985-12-01,190.0,8.0,-12.0,,
1986-01-01,161.2,-28.80000000000001,-5.300000000000011,,
1986-02-01,155.5,-5.699999999999989,4.199999999999989,,
1986-03-01,141.9,-13.599999999999994,-4.299999999999983,,
1986-04-01,164.6,22.69999999999999,16.299999999999983,,
1986-05-01,136.2,-28.400000000000006,-8.5,,
1986-06-01,126.8,-9.399999999999991,3.200000000000003,,
1986-07-01,152.5,25.700000000000003,0.9000000000000057,,
1986-08-01,126.6,-25.900000000000006,-7.300000000000011,,
1986-09-01,150.1,23.5,12.699999999999989,,
1986-10-01,186.3,36.20000000000002,4.700000000000017,,
1986-11-01,147.5,-38.80000000000001,-34.5,,
1986-12-01,200.4,52.900000000000006,10.400000000000006,,
1987-01-01,177.2,-23.200000000000017,16.0,,
1987-02-01,127.4,-49.79999999999998,-28.099999999999994,,
1987-03-01,177.1,49.69999999999999,35.19999999999999,,
1987-04-01,154.4,-22.69999999999999,-10.199999999999989,,
1987-05-01,135.2,-19.200000000000017,-1.0,,
1987-06-01,126.4,-8.799999999999983,-0.3999999999999915,,
1987-07-01,147.3,20.900000000000006,-5.199999999999989,,
1987-08-01,140.6,-6.700000000000017,14.0,,
1987-09-01,152.3,11.700000000000017,2.200000000000017,,
1987-10-01,151.2,-1.1000000000000227,-35.10000000000002,,
1987-11-01,172.2,21.0,24.69999999999999,,
1987-12-01,215.3,43.10000000000002,14.900000000000006,,
1988-01-01,154.1,-61.20000000000002,-23.099999999999994,,
1988-02-01,159.3,5.200000000000017,31.900000000000006,,
1988-03-01,160.4,1.0999999999999943,-16.69999999999999,,
1988-04-01,151.9,-8.5,-2.5,,
1988-05-01,148.4,-3.5,13.200000000000017,,
1988-06-01,139.6,-8.800000000000011,13.199999999999989,,
1988-07-01,148.2,8.599999999999994,0.8999999999999773,,
1988-08-01,153.5,5.300000000000011,12.900000000000006,,
1988-09-01,145.1,-8.400000000000006,-7.200000000000017,,
1988-10-01,183.7,38.599999999999994,32.5,,
1988-11-01,210.5,26.80000000000001,38.30000000000001,,
1988-12-01,203.3,-7.199999999999989,-12.0,,
1989-01-01,153.3,-50.0,-0.799999999999983,,
1989-02-01,144.3,-9.0,-15.0,,
1989-03-01,169.6,25.299999999999983,9.199999999999989,,
1989-04-01,143.7,-25.900000000000006,-8.200000000000017,,
1989-05-01,160.1,16.400000000000006,11.699999999999989,,
1989-06-01,135.6,-24.5,-4.0,,
1989-07-01,141.8,6.200000000000017,-6.399999999999977,,
1989-08-01,159.9,18.099999999999994,6.400000000000006,,
1989-09-01,145.7,-14.200000000000017,0.5999999999999943,,
1989-10-01,183.5,37.80000000000001,-0.19999999999998863,,
1989-11-01,198.2,14.699999999999989,-12.300000000000011,,
1989-12-01,186.8,-11.399999999999977,-16.5,,
1990-01-01,172.0,-14.800000000000011,18.69999999999999,,
1990-02-01,150.6,-21.400000000000006,6.299999999999983,,
1990-03-01,163.3,12.700000000000017,-6.299999999999983,,
1990-04-01,153.7,-9.600000000000023,10.0,,
1990-05-01,152.9,-0.799999999999983,-7.199999999999989,,
1990-06-01,135.5,-17.400000000000006,-0.09999999999999432,,
1990-07-01,148.5,13.0,6.699999999999989,,
1990-08-01,148.4,-0.09999999999999432,-11.5,,
1990-09-01,133.6,-14.800000000000011,-12.099999999999994,,
1990-10-01,194.1,60.5,10.599999999999994,,
1990-11-01,208.6,14.5,10.400000000000006,,
1990-12-01,197.3,-11.299999999999983,10.5,,
1991-01-01,164.4,-32.900000000000006,-7.599999999999994,,
1991-02-01,148.1,-16.30000000000001,-2.5,,
1991-03-01,152.0,3.9000000000000057,-11.300000000000011,,
1991-04-01,144.1,-7.900000000000006,-9.599999999999994,,
1991-05-01,155.0,10.900000000000006,2.0999999999999943,,
1991-06-01,124.5,-30.5,-11.0,,
1991-07-01,153.0,28.5,4.5,,
1991-08-01,146.0,-7.0,-2.4000000000000057,,
1991-09-01,138.0,-8.0,4.400000000000006,,
1991-10-01,190.0,52.0,-4.099999999999994,,
1991-11-01,192.0,2.0,-16.599999999999994,,
1991-12-01,192.0,0.0,-5.300000000000011,,
1992-01-01,147.0,-45.0,-17.400000000000006,,
1992-02-01,133.0,-14.0,-15.099999999999994,,
1992-03-01,163.0,30.0,11.0,,
1992-04-01,150.0,-13.0,5.900000000000006,,
1992-05-01,129.0,-21.0,-26.0,,
1992-06-01,131.0,2.0,6.5,,
1992-07-01,145.0,14.0,-8.0,,
1992-08-01,137.0,-8.0,-9.0,,
1992-09-01,138.0,1.0,0.0,,
1992-10-01,168.0,30.0,-22.0,,
1992-11-01,176.0,8.0,-16.0,,
1992-12-01,188.0,12.0,-4.0,,
1993-01-01,139.0,-49.0,-8.0,,
1993-02-01,143.0,4.0,10.0,,
1993-03-01,150.0,7.0,-13.0,,
1993-04-01,154.0,4.0,4.0,,
1993-05-01,137.0,-17.0,8.0,,
1993-06-01,129.0,-8.0,-2.0,,
1993-07-01,128.0,-1.0,-17.0,,
1993-08-01,140.0,12.0,3.0,,
1993-09-01,143.0,3.0,5.0,,
1993-10-01,151.0,8.0,-17.0,,
1993-11-01,177.0,26.0,1.0,,
1993-12-01,184.0,7.0,-4.0,,
1994-01-01,151.0,-33.0,12.0,142.45591922278226,
1994-02-01,134.0,-17.0,-9.0,138.26155564065726,
1994-03-01,164.0,30.0,14.0,152.03602747484754,
1994-04-01,126.0,-38.0,-28.0,137.1940769048064,
1994-05-01,131.0,5.0,-6.0,136.5102296410871,
1994-06-01,125.0,-6.0,-4.0,122.88569320177199,
1994-07-01,127.0,2.0,-1.0,129.25048452449417,
1994-08-01,143.0,16.0,3.0,138.69467550449892,
1994-09-01,143.0,0.0,0.0,133.92174497894484,
1994-10-01,160.0,17.0,9.0,159.40354169708567,
1994-11-01,190.0,30.0,13.0,179.18161577699888,
1994-12-01,182.0,-8.0,-2.0,182.74593720387637,
1995-01-01,138.0,-44.0,-13.0,140.66758865602452,
1995-02-01,136.0,-2.0,2.0,138.72733932721712,
1995-03-01,152.0,16.0,-12.0,147.13768851184594,
1995-04-01,127.0,-25.0,1.0,136.87853958104333,
1995-05-01,151.0,24.0,20.0,135.73280940848355,
1995-06-01,130.0,-21.0,5.0,117.59071348403245,
1995-07-01,119.0,-11.0,-8.0,129.64616063003592,
1995-08-01,153.0,34.0,10.0,137.62693170695715,
1995-09-01,,,,,133.66047668749226
1995-10-01,,,,,164.4917387025012
1995-11-01,,,,,178.98030131512155
1995-12-01,,,,,184.95001330986574
1996-01-01,,,,,146.1934585459889
1996-02-01,,,,,136.35047792559044
1996-03-01,,,,,152.27595827616423
1996-04-01,,,,,136.5091690481267
1996-05-01,,,,,136.27716569413545
1996-06-01,,,,,123.23455737184437
1996-07-01,,,,,129.99089765715254
1996-08-01,,,,,139.45192707850063
1996-09-01,,,,,134.77707197064058
1996-10-01,,,,,163.0547802115973
1996-11-01,,,,,177.96560088525254
1996-12-01,,,,,183.88354082525
1997-01-01,,,,,145.15136956329277
1997-02-01,,,,,135.290350108962
1997-03-01,,,,,151.2161126078691
1997-04-01,,,,,135.46759877235303
1997-05-01,,,,,135.1874477936322
1997-06-01,,,,,122.160652386497
1997-07-01,,,,,128.95228364306948
1997-08-01,,,,,138.3645420147998
1997-09-01,,,,,133.71883281245
1997-10-01,,,,,161.99146588660196
1997-11-01,,,,,176.90312579465032
